Course Code,Course Title,Credits,Status,Year,Materials,Grade,Mode,Attendance
CSC 223,Introduction to Information Processing Methods,2,C,2,No,C,Hybrid,70.4
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,B,Hybrid,72.6
CSC 223,Introduction to Information Processing Methods,2,C,2,No,B,Hybrid,76.3
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,C,Physical,88.5
CSC 223,Introduction to Information Processing Methods,2,C,2,No,F,Online,80.7
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,B,Online,66.6
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,D,Hybrid,72
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,C,Hybrid,98.8
CSC 223,Introduction to Information Processing Methods,2,C,2,No,B,Physical,95.7
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,C,Online,94.9
CSC 223,Introduction to Information Processing Methods,2,C,2,No,A,Hybrid,81
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,D,Hybrid,100
CSC 223,Introduction to Information Processing Methods,2,C,2,No,B,Physical,89.7
CSC 223,Introduction to Information Processing Methods,2,C,2,No,D,Physical,100
CSC 223,Introduction to Information Processing Methods,2,C,2,No,A,Hybrid,100
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,F,Hybrid,81.2
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,B,Hybrid,77
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,E,Online,89.4
CSC 223,Introduction to Information Processing Methods,2,C,2,No,D,Physical,76.9
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,F,Physical,77.2
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,C,Hybrid,71.3
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,D,Hybrid,96.3
CSC 223,Introduction to Information Processing Methods,2,C,2,Yes,B,Hybrid,84.6
CSC 215,Software Practice I,2,C,2,No,B,Physical,87.8
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,87.2
CSC 215,Software Practice I,2,C,2,No,B,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,F,Physical,94.7
CSC 215,Software Practice I,2,C,2,Yes,A,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,80
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,100
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,85.7
CSC 215,Software Practice I,2,C,2,No,C,Online,84
CSC 215,Software Practice I,2,C,2,Yes,A,Hybrid,91.5
CSC 215,Software Practice I,2,C,2,No,C,Physical,96
CSC 215,Software Practice I,2,C,2,Yes,B,Hybrid,99.5
CSC 215,Software Practice I,2,C,2,Yes,E,Physical,72.4
CSC 215,Software Practice I,2,C,2,No,D,Online,82.6
CSC 215,Software Practice I,2,C,2,Yes,F,Physical,70.5
CSC 215,Software Practice I,2,C,2,Yes,A,Online,88.3
CSC 215,Software Practice I,2,C,2,Yes,B,Physical,87
CSC 215,Software Practice I,2,C,2,Yes,B,Online,94.7
CSC 215,Software Practice I,2,C,2,No,A,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,B,Online,100
CSC 215,Software Practice I,2,C,2,No,C,Hybrid,100
CSC 215,Software Practice I,2,C,2,No,B,Physical,97.9
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,100
CSC 215,Software Practice I,2,C,2,No,E,Hybrid,75.1
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,92.8
CSC 215,Software Practice I,2,C,2,No,B,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,B,Hybrid,97.4
CSC 215,Software Practice I,2,C,2,No,C,Hybrid,90.8
CSC 215,Software Practice I,2,C,2,Yes,B,Hybrid,87.4
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,75.5
CSC 215,Software Practice I,2,C,2,No,B,Hybrid,100
CSC 215,Software Practice I,2,C,2,No,E,Physical,78.9
CSC 215,Software Practice I,2,C,2,Yes,D,Physical,89.8
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,92.1
CSC 215,Software Practice I,2,C,2,No,B,Physical,100
CSC 215,Software Practice I,2,C,2,No,B,Hybrid,99.1
CSC 215,Software Practice I,2,C,2,No,D,Online,93.3
CSC 215,Software Practice I,2,C,2,No,C,Physical,87
CSC 215,Software Practice I,2,C,2,No,B,Hybrid,83.2
CSC 215,Software Practice I,2,C,2,No,B,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,B,Hybrid,100
CSC 215,Software Practice I,2,C,2,Yes,D,Hybrid,87.2
CSC 215,Software Practice I,2,C,2,No,B,Hybrid,99
CSC 215,Software Practice I,2,C,2,No,C,Physical,97.2
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,93.2
CSC 215,Software Practice I,2,C,2,No,E,Hybrid,100
CSC 215,Software Practice I,2,C,2,Yes,E,Physical,77.9
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,72.5
CSC 215,Software Practice I,2,C,2,Yes,A,Physical,81.9
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,92.8
CSC 215,Software Practice I,2,C,2,Yes,C,Online,78.5
CSC 215,Software Practice I,2,C,2,Yes,C,Online,66.3
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,100
CSC 215,Software Practice I,2,C,2,No,B,Physical,91.4
CSC 215,Software Practice I,2,C,2,Yes,C,Hybrid,72.5
CSC 215,Software Practice I,2,C,2,No,B,Online,68.3
CSC 215,Software Practice I,2,C,2,No,D,Hybrid,96.2
CSC 215,Software Practice I,2,C,2,Yes,B,Physical,98.7
CSC 215,Software Practice I,2,C,2,No,D,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,A,Physical,89.6
CSC 215,Software Practice I,2,C,2,No,C,Physical,99.5
CSC 215,Software Practice I,2,C,2,Yes,D,Online,67.5
CSC 215,Software Practice I,2,C,2,No,B,Online,100
CSC 215,Software Practice I,2,C,2,No,D,Hybrid,96.9
CSC 215,Software Practice I,2,C,2,Yes,C,Online,69.2
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,82
CSC 215,Software Practice I,2,C,2,No,B,Hybrid,89.6
CSC 215,Software Practice I,2,C,2,No,C,Online,90.7
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,93.2
CSC 215,Software Practice I,2,C,2,No,C,Online,73.8
CSC 215,Software Practice I,2,C,2,Yes,C,Physical,89.6
CSC 215,Software Practice I,2,C,2,No,C,Physical,86.7
CSC 215,Software Practice I,2,C,2,Yes,B,Online,92.5
CSC 215,Software Practice I,2,C,2,No,B,Hybrid,100
CSC 215,Software Practice I,2,C,2,Yes,A,Hybrid,72.8
CSC 215,Software Practice I,2,C,2,Yes,B,Online,76.9
CSC 215,Software Practice I,2,C,2,Yes,D,Hybrid,100
CSC 215,Software Practice I,2,C,2,Yes,D,Physical,67.5
CSC 215,Software Practice I,2,C,2,Yes,B,Online,71.1
CSC 215,Software Practice I,2,C,2,Yes,F,Online,77.2
CSC 215,Software Practice I,2,C,2,No,C,Physical,86.4
CSC 215,Software Practice I,2,C,2,Yes,E,Physical,65.4
CSC 215,Software Practice I,2,C,2,Yes,D,Physical,97.3
CSC 215,Software Practice I,2,C,2,Yes,D,Hybrid,82.9
CSC 215,Software Practice I,2,C,2,Yes,A,Hybrid,100
CSC 215,Software Practice I,2,C,2,Yes,B,Physical,85.7
CSC 215,Software Practice I,2,C,2,Yes,A,Hybrid,84.1
CSC 215,Software Practice I,2,C,2,Yes,D,Hybrid,79.9
CSC 215,Software Practice I,2,C,2,Yes,B,Online,94.9
CSC 215,Software Practice I,2,C,2,Yes,D,Physical,96.1
CSC 215,Software Practice I,2,C,2,Yes,B,Physical,100
CSC 215,Software Practice I,2,C,2,Yes,D,Physical,85.6
CSC 215,Software Practice I,2,C,2,Yes,A,Physical,74.5
CSC 215,Software Practice I,2,C,2,No,B,Physical,78.7
CSC 215,Software Practice I,2,C,2,Yes,B,Physical,68.9
CSC 215,Software Practice I,2,C,2,No,C,Physical,89.7
CSC 215,Software Practice I,2,C,2,Yes,B,Physical,100
CSC 215,Software Practice I,2,C,2,No,D,Online,100
CSC 215,Software Practice I,2,C,2,No,A,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Physical,86.3
MAT 251,Mathematical Methods I,3,C,2,No,D,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Hybrid,84.4
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Physical,95.4
MAT 251,Mathematical Methods I,3,C,2,No,F,Online,78.5
MAT 251,Mathematical Methods I,3,C,2,No,A,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,96.9
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,84.1
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Hybrid,86.8
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,71.9
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,97.6
MAT 251,Mathematical Methods I,3,C,2,No,E,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,D,Hybrid,86.4
MAT 251,Mathematical Methods I,3,C,2,No,B,Physical,92.1
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,93.4
MAT 251,Mathematical Methods I,3,C,2,No,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,A,Online,86.2
MAT 251,Mathematical Methods I,3,C,2,No,F,Physical,75.2
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Online,73.1
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Hybrid,78.1
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Physical,89.3
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Online,56
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,B,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Hybrid,95.1
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Physical,94.8
MAT 251,Mathematical Methods I,3,C,2,No,B,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,No,C,Physical,92.7
MAT 251,Mathematical Methods I,3,C,2,No,F,Hybrid,86.2
MAT 251,Mathematical Methods I,3,C,2,No,C,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Hybrid,78.5
MAT 251,Mathematical Methods I,3,C,2,No,C,Online,89.8
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Physical,73.8
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Online,97.6
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Physical,82
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,69.4
MAT 251,Mathematical Methods I,3,C,2,No,A,Physical,96.5
MAT 251,Mathematical Methods I,3,C,2,No,E,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Online,94.7
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Hybrid,92.8
MAT 251,Mathematical Methods I,3,C,2,No,E,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,A,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,No,B,Online,90.8
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,84.1
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,98.5
MAT 251,Mathematical Methods I,3,C,2,No,B,Physical,87.6
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,85.2
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,71.9
MAT 251,Mathematical Methods I,3,C,2,No,A,Hybrid,82.7
MAT 251,Mathematical Methods I,3,C,2,No,D,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,95.6
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Physical,80.9
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Online,88.6
MAT 251,Mathematical Methods I,3,C,2,No,A,Physical,97
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Online,74.8
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,F,Online,89
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Online,82.5
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Physical,68.8
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,88.3
MAT 251,Mathematical Methods I,3,C,2,No,B,Physical,86.6
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,84.8
MAT 251,Mathematical Methods I,3,C,2,No,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Physical,69.4
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,99.2
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Physical,71.7
MAT 251,Mathematical Methods I,3,C,2,Yes,E,Online,56.6
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,84.7
MAT 251,Mathematical Methods I,3,C,2,No,A,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,No,B,Online,100
MAT 251,Mathematical Methods I,3,C,2,No,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,C,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Physical,77.1
MAT 251,Mathematical Methods I,3,C,2,No,A,Hybrid,100
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Online,68.1
MAT 251,Mathematical Methods I,3,C,2,No,D,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,A,Online,100
MAT 251,Mathematical Methods I,3,C,2,No,E,Physical,100
MAT 251,Mathematical Methods I,3,C,2,No,A,Online,100
MAT 251,Mathematical Methods I,3,C,2,Yes,D,Hybrid,96
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Physical,83.4
MAT 251,Mathematical Methods I,3,C,2,Yes,C,Hybrid,81
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Online,89.3
MAT 251,Mathematical Methods I,3,C,2,Yes,A,Physical,94.6
MAT 251,Mathematical Methods I,3,C,2,No,B,Physical,88.6
MAT 251,Mathematical Methods I,3,C,2,No,A,Physical,100
MAT 251,Mathematical Methods I,3,C,2,Yes,B,Hybrid,94.6
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Physical,90.1
MAT 261,Probability Theory and Distributions,2,E,2,No,D,Online,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Online,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Physical,96.3
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Hybrid,76.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,65.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,D,Online,94.8
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Online,86.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Hybrid,96.2
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Hybrid,89.9
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Online,83.4
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Online,87.1
MAT 261,Probability Theory and Distributions,2,E,2,No,A,Physical,94.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Online,69.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,68.2
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,60
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Online,81.6
MAT 261,Probability Theory and Distributions,2,E,2,No,D,Online,79.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Hybrid,65.4
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,D,Physical,66.8
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,84.2
MAT 261,Probability Theory and Distributions,2,E,2,No,D,Physical,84.3
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,81.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Online,71.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Online,77.9
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Hybrid,83.2
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,78
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Hybrid,95.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,D,Physical,99.1
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,99.5
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,99.5
MAT 261,Probability Theory and Distributions,2,E,2,No,E,Hybrid,84.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Physical,79.7
MAT 261,Probability Theory and Distributions,2,E,2,No,A,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Online,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Online,100
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,83.4
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Physical,85.5
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Online,80.7
MAT 261,Probability Theory and Distributions,2,E,2,No,A,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Physical,78.4
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Physical,88.1
MAT 261,Probability Theory and Distributions,2,E,2,Yes,F,Physical,72.5
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Online,92
MAT 261,Probability Theory and Distributions,2,E,2,Yes,D,Online,63.5
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,No,A,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Physical,85.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Hybrid,79.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,74.5
MAT 261,Probability Theory and Distributions,2,E,2,Yes,D,Online,74.8
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Online,83.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Hybrid,72.2
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,98.9
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Hybrid,92.3
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Physical,80.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Online,59.6
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Online,89.8
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Online,77.6
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Online,82.9
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,74.9
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Online,75.9
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Online,76.8
MAT 261,Probability Theory and Distributions,2,E,2,No,E,Physical,76.5
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,99.5
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,No,D,Physical,85.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,75.8
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Hybrid,87.3
MAT 261,Probability Theory and Distributions,2,E,2,Yes,D,Online,97.7
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Online,93.3
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Hybrid,77.4
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,98.9
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Hybrid,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Physical,70.3
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Hybrid,91.2
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Hybrid,89.8
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Online,72
MAT 261,Probability Theory and Distributions,2,E,2,Yes,A,Hybrid,94.1
MAT 261,Probability Theory and Distributions,2,E,2,No,E,Hybrid,82.1
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Hybrid,99.8
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Online,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Hybrid,78.8
MAT 261,Probability Theory and Distributions,2,E,2,No,D,Online,100
MAT 261,Probability Theory and Distributions,2,E,2,No,C,Physical,100
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Physical,80.7
MAT 261,Probability Theory and Distributions,2,E,2,No,B,Physical,78.8
MAT 261,Probability Theory and Distributions,2,E,2,Yes,E,Physical,95
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,62.5
MAT 261,Probability Theory and Distributions,2,E,2,Yes,B,Online,72.1
MAT 261,Probability Theory and Distributions,2,E,2,Yes,C,Physical,53.3
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Hybrid,100
GNS 201,Lagos and its Environment,2,C,2,No,A,Online,72.9
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Physical,86.1
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Physical,80.2
GNS 201,Lagos and its Environment,2,C,2,Yes,A,Physical,78.1
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Physical,71.3
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,92.8
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Online,67.4
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Hybrid,95.8
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Physical,88.8
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Physical,90.3
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Physical,97.4
GNS 201,Lagos and its Environment,2,C,2,No,F,Physical,92
GNS 201,Lagos and its Environment,2,C,2,No,B,Physical,95.7
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Physical,73.4
GNS 201,Lagos and its Environment,2,C,2,No,E,Physical,100
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,100
GNS 201,Lagos and its Environment,2,C,2,No,E,Online,93.7
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Physical,96.4
GNS 201,Lagos and its Environment,2,C,2,Yes,F,Hybrid,93.8
GNS 201,Lagos and its Environment,2,C,2,Yes,D,Online,93.8
GNS 201,Lagos and its Environment,2,C,2,No,A,Online,93.8
GNS 201,Lagos and its Environment,2,C,2,No,E,Physical,94.1
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Hybrid,98.4
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Hybrid,75.5
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,100
GNS 201,Lagos and its Environment,2,C,2,No,A,Hybrid,100
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,91.8
GNS 201,Lagos and its Environment,2,C,2,No,D,Hybrid,86.8
GNS 201,Lagos and its Environment,2,C,2,Yes,A,Physical,100
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Physical,94.8
GNS 201,Lagos and its Environment,2,C,2,No,A,Physical,100
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Physical,100
GNS 201,Lagos and its Environment,2,C,2,Yes,D,Physical,96.1
GNS 201,Lagos and its Environment,2,C,2,No,D,Physical,93.5
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Physical,65.1
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,90.9
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Online,100
GNS 201,Lagos and its Environment,2,C,2,No,E,Hybrid,87.2
GNS 201,Lagos and its Environment,2,C,2,Yes,D,Hybrid,72.3
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Hybrid,94.8
GNS 201,Lagos and its Environment,2,C,2,No,C,Hybrid,100
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Physical,66.4
GNS 201,Lagos and its Environment,2,C,2,No,D,Physical,74.9
GNS 201,Lagos and its Environment,2,C,2,No,B,Online,100
GNS 201,Lagos and its Environment,2,C,2,Yes,D,Online,62.4
GNS 201,Lagos and its Environment,2,C,2,Yes,A,Physical,86.1
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Hybrid,91.1
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Online,90.3
GNS 201,Lagos and its Environment,2,C,2,No,B,Hybrid,100
GNS 201,Lagos and its Environment,2,C,2,No,A,Physical,100
GNS 201,Lagos and its Environment,2,C,2,No,A,Hybrid,97.6
GNS 201,Lagos and its Environment,2,C,2,No,C,Online,81.8
GNS 201,Lagos and its Environment,2,C,2,Yes,D,Physical,73.2
GNS 201,Lagos and its Environment,2,C,2,No,F,Hybrid,90.2
GNS 201,Lagos and its Environment,2,C,2,No,B,Physical,100
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,89
GNS 201,Lagos and its Environment,2,C,2,No,E,Online,100
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Online,93
GNS 201,Lagos and its Environment,2,C,2,No,D,Physical,78.8
GNS 201,Lagos and its Environment,2,C,2,Yes,D,Physical,68.2
GNS 201,Lagos and its Environment,2,C,2,Yes,A,Physical,99.3
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Physical,75.7
GNS 201,Lagos and its Environment,2,C,2,No,D,Online,91.9
GNS 201,Lagos and its Environment,2,C,2,No,A,Hybrid,99.5
GNS 201,Lagos and its Environment,2,C,2,No,A,Hybrid,84.8
GNS 201,Lagos and its Environment,2,C,2,No,A,Online,100
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Physical,74.5
GNS 201,Lagos and its Environment,2,C,2,No,C,Online,99.7
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Hybrid,69.2
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Hybrid,98.1
GNS 201,Lagos and its Environment,2,C,2,Yes,E,Hybrid,81.3
GNS 201,Lagos and its Environment,2,C,2,No,B,Physical,78.3
GNS 201,Lagos and its Environment,2,C,2,No,A,Physical,100
GNS 201,Lagos and its Environment,2,C,2,Yes,B,Online,73.3
GNS 201,Lagos and its Environment,2,C,2,Yes,C,Physical,97.4
GNS 201,Lagos and its Environment,2,C,2,No,C,Physical,100
