,Course_Code,Course_Title,Course_Credits,Requirement_Status,Materials_Available,Year,Grade,Attendance_Percentage,Mode
1306,CSC 132,Principles of programming language I,2,C,Yes,1,A,71.4,Physical
1307,CSC 132,Principles of programming language I,2,C,Yes,1,C,53.0,Physical
1308,CSC 132,Principles of programming language I,2,C,Yes,1,E,52.9,Physical
1309,CSC 132,Principles of programming language I,2,C,No,1,C,68.5,Physical
1310,CSC 132,Principles of programming language I,2,C,No,1,C,64.2,Hybrid
1311,CSC 132,Principles of programming language I,2,C,Yes,1,A,55.7,Online
1312,CSC 132,Principles of programming language I,2,C,Yes,1,C,62.6,Hybrid
1313,CSC 132,Principles of programming language I,2,C,Yes,1,B,67.2,Physical
1314,CSC 132,Principles of programming language I,2,C,No,1,C,62.5,Online
1315,CSC 132,Principles of programming language I,2,C,Yes,1,B,54.5,Hybrid
1316,CSC 132,Principles of programming language I,2,C,No,1,B,58.8,Online
1317,CSC 132,Principles of programming language I,2,C,No,1,F,72.5,Physical
1318,CSC 132,Principles of programming language I,2,C,Yes,1,B,70.1,Hybrid
1319,CSC 132,Principles of programming language I,2,C,Yes,1,B,59.4,Physical
1320,CSC 132,Principles of programming language I,2,C,No,1,E,58.5,Online
1321,CSC 132,Principles of programming language I,2,C,Yes,1,B,60.3,Physical
1322,CSC 132,Principles of programming language I,2,C,No,1,F,56.3,Hybrid
1323,CSC 132,Principles of programming language I,2,C,Yes,1,A,79.1,Physical
1324,CSC 132,Principles of programming language I,2,C,Yes,1,B,62.9,Physical
1325,CSC 132,Principles of programming language I,2,C,No,1,B,64.7,Physical
1326,CSC 132,Principles of programming language I,2,C,No,1,B,63.7,Physical
1327,CSC 132,Principles of programming language I,2,C,No,1,B,73.9,Physical
1328,CSC 132,Principles of programming language I,2,C,Yes,1,B,57.3,Hybrid
1329,CSC 132,Principles of programming language I,2,C,Yes,1,A,59.2,Online
1330,CSC 132,Principles of programming language I,2,C,Yes,1,B,66.3,Physical
1331,CSC 132,Principles of programming language I,2,C,No,1,F,54.1,Physical
1332,CSC 132,Principles of programming language I,2,C,No,1,C,72.8,Physical
1333,CSC 132,Principles of programming language I,2,C,Yes,1,F,57.6,Hybrid
1334,CSC 132,Principles of programming language I,2,C,Yes,1,D,59.3,Physical
1335,CSC 132,Principles of programming language I,2,C,No,1,D,62.7,Physical
1336,CSC 132,Principles of programming language I,2,C,Yes,1,C,59.2,Hybrid
1337,CSC 132,Principles of programming language I,2,C,Yes,1,D,42.5,Online
1338,CSC 132,Principles of programming language I,2,C,Yes,1,D,56.4,Physical
1339,CSC 132,Principles of programming language I,2,C,No,1,B,65.3,Physical
1340,CSC 132,Principles of programming language I,2,C,Yes,1,D,63.8,Hybrid
1341,CSC 132,Principles of programming language I,2,C,Yes,1,C,56.0,Online
1342,CSC 132,Principles of programming language I,2,C,Yes,1,D,58.0,Online
1343,CSC 132,Principles of programming language I,2,C,Yes,1,C,56.3,Physical
1344,CSC 132,Principles of programming language I,2,C,Yes,1,A,61.0,Hybrid
1345,CSC 132,Principles of programming language I,2,C,Yes,1,A,64.4,Online
1346,CSC 132,Principles of programming language I,2,C,Yes,1,C,62.6,Physical
1347,CSC 132,Principles of programming language I,2,C,Yes,1,B,70.6,Physical
1348,CSC 132,Principles of programming language I,2,C,Yes,1,D,50.3,Hybrid
1349,CSC 132,Principles of programming language I,2,C,Yes,1,C,50.0,Online
1350,CSC 132,Principles of programming language I,2,C,No,1,C,74.6,Physical
1351,CSC 132,Principles of programming language I,2,C,Yes,1,B,65.8,Physical
1352,CSC 132,Principles of programming language I,2,C,Yes,1,A,60.8,Online
1353,CSC 132,Principles of programming language I,2,C,Yes,1,C,61.4,Physical
1354,CSC 132,Principles of programming language I,2,C,Yes,1,D,55.0,Online
1355,CSC 132,Principles of programming language I,2,C,Yes,1,E,55.7,Physical
1356,CSC 132,Principles of programming language I,2,C,Yes,1,F,45.7,Online
1357,CSC 132,Principles of programming language I,2,C,Yes,1,C,54.2,Online
1358,CSC 132,Principles of programming language I,2,C,Yes,1,A,76.5,Physical
1359,CSC 132,Principles of programming language I,2,C,Yes,1,A,57.2,Physical
1360,CSC 132,Principles of programming language I,2,C,Yes,1,B,67.8,Physical
1361,CSC 132,Principles of programming language I,2,C,Yes,1,B,57.3,Hybrid
1362,CSC 132,Principles of programming language I,2,C,No,1,B,70.5,Physical
1363,CSC 132,Principles of programming language I,2,C,Yes,1,C,64.2,Physical
1364,CSC 132,Principles of programming language I,2,C,No,1,A,66.4,Hybrid
1365,CSC 132,Principles of programming language I,2,C,Yes,1,E,51.5,Physical
1366,CSC 132,Principles of programming language I,2,C,Yes,1,C,57.4,Physical
1367,CSC 132,Principles of programming language I,2,C,No,1,C,68.6,Physical
1368,CSC 132,Principles of programming language I,2,C,Yes,1,B,58.9,Hybrid
1369,CSC 132,Principles of programming language I,2,C,Yes,1,D,56.2,Hybrid
1370,CSC 132,Principles of programming language I,2,C,Yes,1,A,49.7,Online
1371,CSC 132,Principles of programming language I,2,C,Yes,1,C,48.1,Online
1372,CSC 132,Principles of programming language I,2,C,No,1,A,64.5,Online
1373,CSC 132,Principles of programming language I,2,C,No,1,B,60.8,Hybrid
1374,CSC 132,Principles of programming language I,2,C,No,1,E,63.4,Hybrid
1375,CSC 132,Principles of programming language I,2,C,No,1,C,63.5,Physical
1376,CSC 132,Principles of programming language I,2,C,Yes,1,C,58.6,Hybrid
1377,CSC 132,Principles of programming language I,2,C,No,1,A,73.3,Physical
1378,CSC 132,Principles of programming language I,2,C,Yes,1,C,55.4,Online
1379,CSC 132,Principles of programming language I,2,C,No,1,B,69.2,Physical
1380,CSC 132,Principles of programming language I,2,C,Yes,1,F,57.2,Online
1381,CSC 132,Principles of programming language I,2,C,Yes,1,A,72.6,Hybrid
1382,CSC 132,Principles of programming language I,2,C,Yes,1,A,64.1,Physical
1383,CSC 132,Principles of programming language I,2,C,No,1,A,71.4,Hybrid
1384,CSC 132,Principles of programming language I,2,C,Yes,1,A,67.2,Physical
1385,CSC 132,Principles of programming language I,2,C,No,1,E,63.8,Physical
1386,CSC 132,Principles of programming language I,2,C,No,1,A,60.4,Online
1387,CSC 132,Principles of programming language I,2,C,Yes,1,B,61.6,Physical
1388,CSC 132,Principles of programming language I,2,C,No,1,D,48.7,Hybrid
1389,CSC 132,Principles of programming language I,2,C,Yes,1,F,52.0,Physical
1390,CSC 132,Principles of programming language I,2,C,Yes,1,C,64.2,Hybrid
1391,CSC 132,Principles of programming language I,2,C,No,1,D,52.4,Online
1392,CSC 132,Principles of programming language I,2,C,No,1,A,78.4,Physical
1393,CSC 132,Principles of programming language I,2,C,No,1,A,79.1,Physical
1394,CSC 132,Principles of programming language I,2,C,Yes,1,D,48.3,Physical
1395,CSC 132,Principles of programming language I,2,C,Yes,1,B,69.9,Hybrid
1396,CSC 132,Principles of programming language I,2,C,Yes,1,D,63.5,Physical
1397,CSC 132,Principles of programming language I,2,C,Yes,1,D,52.9,Hybrid
1398,CSC 132,Principles of programming language I,2,C,No,1,C,73.2,Physical
1399,CSC 132,Principles of programming language I,2,C,Yes,1,B,61.6,Hybrid
1400,MAT 112,Calculus,3,C,Yes,1,C,61.4,Hybrid
1401,MAT 112,Calculus,3,C,No,1,B,73.6,Physical
1402,MAT 112,Calculus,3,C,No,1,C,70.5,Physical
1403,MAT 112,Calculus,3,C,Yes,1,F,47.2,Hybrid
1404,MAT 112,Calculus,3,C,Yes,1,B,51.7,Online
1405,MAT 112,Calculus,3,C,No,1,B,63.6,Online
1406,MAT 112,Calculus,3,C,Yes,1,B,68.2,Hybrid
1407,MAT 112,Calculus,3,C,Yes,1,C,54.2,Hybrid
1408,MAT 112,Calculus,3,C,Yes,1,D,65.2,Hybrid
1409,MAT 112,Calculus,3,C,Yes,1,A,64.9,Hybrid
1410,MAT 112,Calculus,3,C,No,1,C,62.0,Physical
1411,MAT 112,Calculus,3,C,Yes,1,B,63.4,Online
1412,MAT 112,Calculus,3,C,Yes,1,C,68.7,Physical
1413,MAT 112,Calculus,3,C,Yes,1,A,66.9,Physical
1414,MAT 112,Calculus,3,C,Yes,1,F,46.1,Online
1415,MAT 112,Calculus,3,C,No,1,B,71.9,Physical
1416,MAT 112,Calculus,3,C,Yes,1,C,56.6,Physical
1417,MAT 112,Calculus,3,C,No,1,D,70.1,Hybrid
1418,MAT 112,Calculus,3,C,No,1,A,73.1,Hybrid
1419,MAT 112,Calculus,3,C,Yes,1,F,61.9,Physical
1420,MAT 112,Calculus,3,C,No,1,B,66.1,Hybrid
1421,MAT 112,Calculus,3,C,No,1,D,65.7,Hybrid
1422,MAT 112,Calculus,3,C,No,1,B,71.5,Physical
1423,MAT 112,Calculus,3,C,No,1,C,69.0,Physical
1424,MAT 112,Calculus,3,C,Yes,1,B,67.6,Physical
1425,MAT 112,Calculus,3,C,No,1,B,67.8,Physical
1426,MAT 112,Calculus,3,C,No,1,A,71.1,Online
1427,MAT 112,Calculus,3,C,No,1,B,75.1,Physical
1428,MAT 112,Calculus,3,C,Yes,1,B,61.8,Physical
1429,MAT 112,Calculus,3,C,No,1,B,72.9,Physical
1430,MAT 112,Calculus,3,C,Yes,1,A,76.0,Physical
1431,MAT 112,Calculus,3,C,Yes,1,C,60.3,Physical
1432,MAT 112,Calculus,3,C,Yes,1,C,67.1,Physical
1433,MAT 112,Calculus,3,C,Yes,1,B,63.1,Online
1434,MAT 112,Calculus,3,C,No,1,C,67.7,Hybrid
1435,MAT 112,Calculus,3,C,No,1,B,78.3,Physical
1436,MAT 112,Calculus,3,C,No,1,C,66.9,Physical
1437,MAT 112,Calculus,3,C,No,1,C,67.0,Online
1438,MAT 112,Calculus,3,C,Yes,1,A,54.5,Online
1439,MAT 112,Calculus,3,C,Yes,1,E,56.4,Online
1440,MAT 112,Calculus,3,C,No,1,C,62.1,Physical
1441,MAT 112,Calculus,3,C,Yes,1,E,62.5,Physical
1442,MAT 112,Calculus,3,C,Yes,1,A,76.9,Physical
1443,MAT 112,Calculus,3,C,No,1,D,75.4,Physical
1444,MAT 112,Calculus,3,C,No,1,D,62.3,Hybrid
1445,MAT 112,Calculus,3,C,Yes,1,A,62.1,Hybrid
1446,MAT 112,Calculus,3,C,Yes,1,A,60.7,Physical
1447,MAT 112,Calculus,3,C,Yes,1,B,68.5,Physical
1448,MAT 112,Calculus,3,C,Yes,1,A,61.9,Online
1449,MAT 112,Calculus,3,C,No,1,B,68.7,Physical
1450,MAT 112,Calculus,3,C,Yes,1,C,72.5,Physical
1451,MAT 112,Calculus,3,C,Yes,1,B,70.4,Physical
1452,MAT 112,Calculus,3,C,Yes,1,B,63.0,Hybrid
1453,MAT 112,Calculus,3,C,Yes,1,F,59.0,Online
1454,MAT 112,Calculus,3,C,Yes,1,A,68.5,Physical
1455,MAT 112,Calculus,3,C,No,1,D,72.7,Physical
1456,MAT 112,Calculus,3,C,Yes,1,D,66.7,Physical
1457,MAT 112,Calculus,3,C,Yes,1,C,66.0,Physical
1458,MAT 112,Calculus,3,C,Yes,1,A,70.8,Physical
1459,MAT 112,Calculus,3,C,No,1,B,78.8,Hybrid
1460,MAT 112,Calculus,3,C,Yes,1,B,59.9,Hybrid
1461,MAT 112,Calculus,3,C,No,1,A,68.7,Hybrid
1462,MAT 112,Calculus,3,C,Yes,1,A,66.2,Hybrid
1463,MAT 112,Calculus,3,C,Yes,1,C,67.7,Physical
1464,MAT 112,Calculus,3,C,No,1,B,67.2,Online
1465,MAT 112,Calculus,3,C,Yes,1,C,68.9,Physical
1466,MAT 112,Calculus,3,C,Yes,1,F,58.9,Physical
1467,MAT 112,Calculus,3,C,Yes,1,B,59.2,Physical
1468,MAT 112,Calculus,3,C,Yes,1,B,65.8,Hybrid
1469,MAT 112,Calculus,3,C,Yes,1,C,66.3,Physical
1470,MAT 112,Calculus,3,C,Yes,1,C,67.9,Physical
1471,MAT 112,Calculus,3,C,Yes,1,B,71.9,Physical
1472,MAT 112,Calculus,3,C,Yes,1,A,74.2,Physical
1473,MAT 112,Calculus,3,C,No,1,A,68.9,Physical
1474,MAT 112,Calculus,3,C,Yes,1,B,57.4,Physical
1475,MAT 112,Calculus,3,C,No,1,A,59.6,Online
1476,MAT 112,Calculus,3,C,Yes,1,A,74.6,Physical
1477,MAT 112,Calculus,3,C,No,1,B,61.2,Hybrid
1478,MAT 112,Calculus,3,C,Yes,1,C,47.5,Online
1479,MAT 112,Calculus,3,C,No,1,A,71.9,Online
1480,MAT 112,Calculus,3,C,Yes,1,A,55.4,Online
1481,MAT 112,Calculus,3,C,No,1,D,67.7,Physical
1482,MAT 112,Calculus,3,C,Yes,1,A,65.2,Physical
1483,MAT 112,Calculus,3,C,No,1,A,69.5,Physical
1484,MAT 112,Calculus,3,C,Yes,1,C,72.3,Physical
1485,MAT 112,Calculus,3,C,No,1,D,62.8,Hybrid
1486,MAT 112,Calculus,3,C,No,1,B,58.7,Online
1487,MAT 112,Calculus,3,C,Yes,1,F,54.7,Hybrid
1488,MAT 112,Calculus,3,C,Yes,1,A,65.8,Hybrid
1489,MAT 112,Calculus,3,C,No,1,E,63.1,Physical
1490,MAT 112,Calculus,3,C,Yes,1,A,57.4,Online
1491,MAT 112,Calculus,3,C,No,1,B,70.8,Physical
1492,MAT 112,Calculus,3,C,Yes,1,B,71.6,Physical
1493,MAT 112,Calculus,3,C,Yes,1,A,64.5,Physical
1494,MAT 112,Calculus,3,C,No,1,C,68.1,Physical
1495,MAT 112,Calculus,3,C,Yes,1,A,56.8,Online
1496,MAT 112,Calculus,3,C,No,1,B,71.0,Hybrid
1497,MAT 112,Calculus,3,C,No,1,D,60.5,Physical
1498,MAT 112,Calculus,3,C,Yes,1,C,59.7,Hybrid
1499,MAT 112,Calculus,3,C,Yes,1,C,63.7,Physical
1500,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,68.9,Physical
1501,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,62.6,Physical
1502,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,69.9,Physical
1503,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,68.8,Hybrid
1504,MAT 142,Coordinate Geometry II,2,E,No,1,C,69.1,Physical
1505,MAT 142,Coordinate Geometry II,2,E,No,1,A,69.3,Physical
1506,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,53.6,Hybrid
1507,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,55.4,Physical
1508,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,58.9,Physical
1509,MAT 142,Coordinate Geometry II,2,E,No,1,C,59.1,Online
1510,MAT 142,Coordinate Geometry II,2,E,No,1,B,64.1,Physical
1511,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,49.7,Online
1512,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,60.0,Physical
1513,MAT 142,Coordinate Geometry II,2,E,No,1,E,62.6,Physical
1514,MAT 142,Coordinate Geometry II,2,E,No,1,A,66.8,Physical
1515,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,56.8,Online
1516,MAT 142,Coordinate Geometry II,2,E,Yes,1,D,55.1,Hybrid
1517,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,42.4,Online
1518,MAT 142,Coordinate Geometry II,2,E,No,1,F,61.5,Physical
1519,MAT 142,Coordinate Geometry II,2,E,Yes,1,E,63.0,Physical
1520,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,66.1,Physical
1521,MAT 142,Coordinate Geometry II,2,E,Yes,1,D,56.1,Physical
1522,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,67.5,Physical
1523,MAT 142,Coordinate Geometry II,2,E,No,1,A,79.7,Physical
1524,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,69.1,Hybrid
1525,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,58.2,Physical
1526,MAT 142,Coordinate Geometry II,2,E,No,1,F,57.7,Hybrid
1527,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,55.0,Online
1528,MAT 142,Coordinate Geometry II,2,E,No,1,B,62.3,Hybrid
1529,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,62.8,Physical
1530,MAT 142,Coordinate Geometry II,2,E,No,1,F,53.7,Physical
1531,MAT 142,Coordinate Geometry II,2,E,No,1,B,56.2,Hybrid
1532,MAT 142,Coordinate Geometry II,2,E,No,1,B,71.1,Physical
1533,MAT 142,Coordinate Geometry II,2,E,No,1,F,68.7,Physical
1534,MAT 142,Coordinate Geometry II,2,E,No,1,A,66.2,Physical
1535,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,61.8,Physical
1536,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,57.7,Online
1537,MAT 142,Coordinate Geometry II,2,E,No,1,A,62.5,Online
1538,MAT 142,Coordinate Geometry II,2,E,No,1,C,57.3,Physical
1539,MAT 142,Coordinate Geometry II,2,E,Yes,1,D,56.7,Physical
1540,MAT 142,Coordinate Geometry II,2,E,No,1,A,69.7,Online
1541,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,62.3,Physical
1542,MAT 142,Coordinate Geometry II,2,E,No,1,D,72.1,Physical
1543,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,49.1,Online
1544,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,48.1,Online
1545,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,56.1,Hybrid
1546,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,70.9,Physical
1547,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,63.5,Physical
1548,MAT 142,Coordinate Geometry II,2,E,No,1,B,58.8,Hybrid
1549,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,65.1,Physical
1550,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,69.6,Physical
1551,MAT 142,Coordinate Geometry II,2,E,No,1,A,68.7,Physical
1552,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,63.0,Hybrid
1553,MAT 142,Coordinate Geometry II,2,E,No,1,F,46.9,Physical
1554,MAT 142,Coordinate Geometry II,2,E,No,1,B,59.9,Online
1555,MAT 142,Coordinate Geometry II,2,E,No,1,A,72.2,Hybrid
1556,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,62.2,Physical
1557,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,55.9,Physical
1558,MAT 142,Coordinate Geometry II,2,E,No,1,B,64.0,Physical
1559,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,72.7,Hybrid
1560,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,69.4,Physical
1561,MAT 142,Coordinate Geometry II,2,E,No,1,F,68.2,Physical
1562,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,66.2,Physical
1563,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,68.1,Physical
1564,MAT 142,Coordinate Geometry II,2,E,Yes,1,F,62.1,Physical
1565,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,62.8,Physical
1566,MAT 142,Coordinate Geometry II,2,E,No,1,C,71.3,Physical
1567,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,58.5,Hybrid
1568,MAT 142,Coordinate Geometry II,2,E,No,1,B,55.0,Online
1569,MAT 142,Coordinate Geometry II,2,E,Yes,1,D,60.5,Physical
1570,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,63.6,Physical
1571,MAT 142,Coordinate Geometry II,2,E,No,1,C,58.6,Hybrid
1572,MAT 142,Coordinate Geometry II,2,E,No,1,A,78.0,Physical
1573,MAT 142,Coordinate Geometry II,2,E,No,1,B,66.7,Physical
1574,MAT 142,Coordinate Geometry II,2,E,No,1,A,75.0,Physical
1575,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,69.9,Physical
1576,MAT 142,Coordinate Geometry II,2,E,No,1,C,61.8,Online
1577,MAT 142,Coordinate Geometry II,2,E,Yes,1,F,52.2,Hybrid
1578,MAT 142,Coordinate Geometry II,2,E,No,1,A,64.2,Hybrid
1579,MAT 142,Coordinate Geometry II,2,E,No,1,F,61.5,Physical
1580,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,63.5,Hybrid
1581,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,60.7,Hybrid
1582,MAT 142,Coordinate Geometry II,2,E,Yes,1,F,58.3,Physical
1583,MAT 142,Coordinate Geometry II,2,E,No,1,D,61.4,Online
1584,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,48.2,Hybrid
1585,MAT 142,Coordinate Geometry II,2,E,Yes,1,A,49.2,Physical
1586,MAT 142,Coordinate Geometry II,2,E,No,1,E,62.4,Hybrid
1587,MAT 142,Coordinate Geometry II,2,E,No,1,C,70.1,Physical
1588,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,57.6,Physical
1589,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,69.5,Physical
1590,MAT 142,Coordinate Geometry II,2,E,Yes,1,E,56.6,Hybrid
1591,MAT 142,Coordinate Geometry II,2,E,Yes,1,B,56.6,Online
1592,MAT 142,Coordinate Geometry II,2,E,No,1,C,64.5,Physical
1593,MAT 142,Coordinate Geometry II,2,E,No,1,C,67.4,Physical
1594,MAT 142,Coordinate Geometry II,2,E,Yes,1,F,59.7,Physical
1595,MAT 142,Coordinate Geometry II,2,E,No,1,B,73.4,Physical
1596,MAT 142,Coordinate Geometry II,2,E,No,1,F,63.9,Physical
1597,MAT 142,Coordinate Geometry II,2,E,No,1,C,60.3,Online
1598,MAT 142,Coordinate Geometry II,2,E,No,1,C,61.3,Online
1599,MAT 142,Coordinate Geometry II,2,E,Yes,1,C,61.5,Physical
1600,MAT 162,Introductory Statistics,2,C,No,1,F,61.3,Physical
1601,MAT 162,Introductory Statistics,2,C,No,1,C,55.0,Physical
1602,MAT 162,Introductory Statistics,2,C,Yes,1,B,65.0,Physical
1603,MAT 162,Introductory Statistics,2,C,Yes,1,C,65.4,Physical
1604,MAT 162,Introductory Statistics,2,C,No,1,A,81.6,Physical
1605,MAT 162,Introductory Statistics,2,C,Yes,1,E,58.9,Hybrid
1606,MAT 162,Introductory Statistics,2,C,Yes,1,B,55.1,Online
1607,MAT 162,Introductory Statistics,2,C,No,1,E,56.1,Online
1608,MAT 162,Introductory Statistics,2,C,Yes,1,F,52.2,Hybrid
1609,MAT 162,Introductory Statistics,2,C,Yes,1,F,47.5,Online
1610,MAT 162,Introductory Statistics,2,C,Yes,1,A,62.5,Physical
1611,MAT 162,Introductory Statistics,2,C,No,1,F,63.6,Physical
1612,MAT 162,Introductory Statistics,2,C,Yes,1,D,62.7,Online
1613,MAT 162,Introductory Statistics,2,C,Yes,1,F,69.5,Hybrid
1614,MAT 162,Introductory Statistics,2,C,Yes,1,C,55.2,Hybrid
1615,MAT 162,Introductory Statistics,2,C,Yes,1,F,52.6,Online
1616,MAT 162,Introductory Statistics,2,C,No,1,F,62.8,Physical
1617,MAT 162,Introductory Statistics,2,C,Yes,1,A,56.2,Hybrid
1618,MAT 162,Introductory Statistics,2,C,No,1,A,68.5,Physical
1619,MAT 162,Introductory Statistics,2,C,Yes,1,C,53.5,Physical
1620,MAT 162,Introductory Statistics,2,C,No,1,C,69.7,Physical
1621,MAT 162,Introductory Statistics,2,C,Yes,1,E,57.1,Hybrid
1622,MAT 162,Introductory Statistics,2,C,No,1,B,72.6,Physical
1623,MAT 162,Introductory Statistics,2,C,Yes,1,C,68.8,Physical
1624,MAT 162,Introductory Statistics,2,C,Yes,1,E,52.8,Online
1625,MAT 162,Introductory Statistics,2,C,No,1,D,64.0,Hybrid
1626,MAT 162,Introductory Statistics,2,C,Yes,1,B,59.1,Physical
1627,MAT 162,Introductory Statistics,2,C,Yes,1,C,58.4,Physical
1628,MAT 162,Introductory Statistics,2,C,No,1,A,76.5,Physical
1629,MAT 162,Introductory Statistics,2,C,Yes,1,A,63.8,Physical
1630,MAT 162,Introductory Statistics,2,C,No,1,F,64.2,Physical
1631,MAT 162,Introductory Statistics,2,C,Yes,1,B,67.3,Physical
1632,MAT 162,Introductory Statistics,2,C,Yes,1,A,73.9,Physical
1633,MAT 162,Introductory Statistics,2,C,Yes,1,B,51.5,Online
1634,MAT 162,Introductory Statistics,2,C,Yes,1,F,68.0,Physical
1635,MAT 162,Introductory Statistics,2,C,Yes,1,C,66.4,Hybrid
1636,MAT 162,Introductory Statistics,2,C,Yes,1,D,60.5,Hybrid
1637,MAT 162,Introductory Statistics,2,C,Yes,1,D,48.0,Physical
1638,MAT 162,Introductory Statistics,2,C,Yes,1,A,56.9,Hybrid
1639,MAT 162,Introductory Statistics,2,C,Yes,1,F,58.0,Physical
1640,MAT 162,Introductory Statistics,2,C,Yes,1,C,63.6,Physical
1641,MAT 162,Introductory Statistics,2,C,Yes,1,B,59.5,Physical
1642,MAT 162,Introductory Statistics,2,C,Yes,1,F,62.1,Hybrid
1643,MAT 162,Introductory Statistics,2,C,Yes,1,A,59.0,Physical
1644,MAT 162,Introductory Statistics,2,C,Yes,1,F,52.8,Hybrid
1645,MAT 162,Introductory Statistics,2,C,No,1,F,61.4,Physical
1646,MAT 162,Introductory Statistics,2,C,Yes,1,A,64.0,Physical
1647,MAT 162,Introductory Statistics,2,C,Yes,1,A,61.4,Hybrid
1648,MAT 162,Introductory Statistics,2,C,No,1,A,68.4,Physical
1649,MAT 162,Introductory Statistics,2,C,No,1,F,62.1,Physical
1650,MAT 162,Introductory Statistics,2,C,No,1,F,58.7,Physical
1651,MAT 162,Introductory Statistics,2,C,Yes,1,F,51.8,Hybrid
1652,MAT 162,Introductory Statistics,2,C,Yes,1,B,57.6,Online
1653,MAT 162,Introductory Statistics,2,C,Yes,1,F,49.8,Hybrid
1654,MAT 162,Introductory Statistics,2,C,No,1,C,66.2,Hybrid
1655,MAT 162,Introductory Statistics,2,C,Yes,1,B,50.2,Online
1656,MAT 162,Introductory Statistics,2,C,Yes,1,A,49.9,Online
1657,MAT 162,Introductory Statistics,2,C,No,1,B,56.3,Online
1658,MAT 162,Introductory Statistics,2,C,Yes,1,A,61.8,Physical
1659,MAT 162,Introductory Statistics,2,C,Yes,1,A,69.4,Hybrid
1660,MAT 162,Introductory Statistics,2,C,Yes,1,A,73.0,Hybrid
1661,MAT 162,Introductory Statistics,2,C,No,1,C,65.9,Physical
1662,MAT 162,Introductory Statistics,2,C,Yes,1,A,63.7,Hybrid
1663,MAT 162,Introductory Statistics,2,C,No,1,E,56.1,Physical
1664,MAT 162,Introductory Statistics,2,C,Yes,1,B,52.2,Online
1665,MAT 162,Introductory Statistics,2,C,Yes,1,A,59.5,Hybrid
1666,MAT 162,Introductory Statistics,2,C,No,1,A,68.3,Physical
1667,MAT 162,Introductory Statistics,2,C,No,1,F,59.9,Hybrid
1668,MAT 162,Introductory Statistics,2,C,Yes,1,B,65.8,Hybrid
1669,MAT 162,Introductory Statistics,2,C,Yes,1,B,64.0,Online
1670,MAT 162,Introductory Statistics,2,C,No,1,C,62.8,Hybrid
1671,MAT 162,Introductory Statistics,2,C,Yes,1,B,54.9,Hybrid
1672,MAT 162,Introductory Statistics,2,C,No,1,A,77.1,Physical
1673,MAT 162,Introductory Statistics,2,C,Yes,1,B,55.1,Hybrid
1674,MAT 162,Introductory Statistics,2,C,Yes,1,B,72.2,Physical
1675,MAT 162,Introductory Statistics,2,C,Yes,1,B,60.3,Online
1676,MAT 162,Introductory Statistics,2,C,Yes,1,A,59.7,Physical
1677,MAT 162,Introductory Statistics,2,C,Yes,1,C,62.3,Hybrid
1678,MAT 162,Introductory Statistics,2,C,Yes,1,F,64.2,Physical
1679,MAT 162,Introductory Statistics,2,C,Yes,1,F,55.8,Physical
1680,MAT 162,Introductory Statistics,2,C,Yes,1,A,62.4,Hybrid
1681,MAT 162,Introductory Statistics,2,C,Yes,1,B,70.2,Hybrid
